   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _collections.py:31(RecentlyUsedContainer)
       42    0.000    0.000    0.000    0.000 _collections.py:47(__init__)
       22    0.000    0.000    0.000    0.000 _collections.py:54(__getitem__)
       21    0.000    0.000    0.000    0.000 _collections.py:61(__setitem__)
       42    0.001    0.000    0.029    0.001 _collections.py:92(clear)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:156(__subclasshook__)
        8    0.000    0.000    0.000    0.000 _collections_abc.py:315(__subclasshook__)
        3    0.000    0.000    0.000    0.000 _collections_abc.py:362(__subclasshook__)
      123    0.000    0.000    0.000    0.000 _collections_abc.py:409(__subclasshook__)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:561(__subclasshook__)
        6    0.000    0.000    0.000    0.000 _collections_abc.py:78(_check_methods)
      274    0.001    0.000    0.002    0.000 _collections_abc.py:816(get)
      123    0.000    0.000    0.001    0.000 _collections_abc.py:823(__contains__)
      175    0.000    0.000    0.000    0.000 _collections_abc.py:835(items)
      175    0.000    0.000    0.000    0.000 _collections_abc.py:857(__init__)
       21    0.000    0.000    0.000    0.000 _collections_abc.py:860(__len__)
     6725    0.006    0.000    0.032    0.000 _collections_abc.py:904(__iter__)
        4    0.000    0.000    0.000    0.000 _collections_abc.py:952(pop)
        4    0.000    0.000    0.000    0.000 _collections_abc.py:978(clear)
      195    0.002    0.000    0.005    0.000 _collections_abc.py:986(update)
        4    0.000    0.000    0.001    0.000 _common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _common.py:127(_TZifHeader)
        6    0.000    0.000    0.000    0.000 _common.py:13(tzname_in_python2)
        3    0.000    0.000    0.000    0.000 _common.py:132(_validate_fromutc_inputs)
        1    0.000    0.000    0.000    0.000 _common.py:149(_tzinfo)
        1    0.000    0.000    0.000    0.000 _common.py:163(ZoneInfoNotFoundError)
        1    0.000    0.000    0.000    0.000 _common.py:267(tzrangebase)
        1    0.000    0.000    0.000    0.000 _common.py:6(weekday)
        7    0.000    0.000    0.000    0.000 _common.py:9(__init__)
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:1(<module>)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 _compression.py:9(BaseStream)
        1    0.000    0.000    0.000    0.000 _constants.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _core.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _core.py:613(PlotAccessor)
        1    0.000    0.000    0.000    0.000 _datasource.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _datasource.py:196(DataSource)
        1    0.000    0.000    0.000    0.000 _datasource.py:536(Repository)
        1    0.000    0.000    0.000    0.000 _datasource.py:74(_FileOpeners)
        1    0.000    0.000    0.000    0.000 _datasource.py:99(__init__)
        1    0.000    0.000    0.036    0.036 _decorators.py:1(<module>)
      276    0.000    0.000    0.000    0.000 _decorators.py:340(doc)
      276    0.011    0.000    0.021    0.000 _decorators.py:360(decorator)
      276    0.000    0.000    0.001    0.000 _decorators.py:376(<listcomp>)
      276    0.000    0.000    0.004    0.000 _decorators.py:384(<listcomp>)
        1    0.000    0.000    0.000    0.000 _decorators.py:405(Substitution)
       52    0.000    0.000    0.000    0.000 _decorators.py:434(__init__)
       52    0.000    0.000    0.000    0.000 _decorators.py:440(__call__)
        1    0.000    0.000    0.000    0.000 _decorators.py:452(Appender)
      155    0.000    0.000    0.000    0.000 _decorators.py:474(__init__)
      155    0.000    0.000    0.009    0.000 _decorators.py:481(__call__)
        3    0.000    0.000    0.000    0.000 _decorators.py:489(indent)
        1    0.000    0.000    0.000    0.000 _distributor_init.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _dtype.py:1(<module>)
       83    0.000    0.000    0.000    0.000 _dtype.py:24(_kind_name)
       67    0.000    0.000    0.000    0.000 _dtype.py:307(_name_includes_bit_suffix)
       67    0.000    0.000    0.001    0.000 _dtype.py:321(_name_get)
        1    0.000    0.000    0.000    0.000 _dtype_ctypes.py:1(<module>)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:100(dtype_from_ctypes_type)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:71(_from_ctypes_scalar)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:73(_QByteMap)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 _endian.py:46(BigEndianStructure)
        3    0.000    0.000    0.001    0.000 _exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _exceptions.py:105(SAXNotRecognizedException)
        1    0.000    0.000    0.000    0.000 _exceptions.py:115(SAXNotSupportedException)
        1    0.000    0.000    0.000    0.000 _exceptions.py:118(TooHardError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:123(AxisError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:125(SAXReaderNotAvailable)
        1    0.000    0.000    0.000    0.000 _exceptions.py:141(_ArrayMemoryError)
        6    0.000    0.000    0.000    0.000 _exceptions.py:17(_display_as_base)
      503    0.009    0.000    0.038    0.000 _exceptions.py:30(find_stack_level)
        1    0.000    0.000    0.000    0.000 _exceptions.py:32(UFuncTypeError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:38(_UFuncBinaryResolutionError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:46(SAXParseException)
        1    0.000    0.000    0.000    0.000 _exceptions.py:54(_UFuncNoLoopError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:72(_UFuncCastingError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:81(_UFuncInputCastingError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:9(SAXException)
        1    0.000    0.000    0.000    0.000 _exceptions.py:99(_UFuncOutputCastingError)
        1    0.000    0.000    0.000    0.000 _factories.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _factories.py:13(__call__)
        1    0.000    0.000    0.000    0.000 _factories.py:19(_TzFactory)
        1    0.000    0.000    0.000    0.000 _factories.py:25(_TzOffsetFactory)
        1    0.000    0.000    0.000    0.000 _factories.py:26(__init__)
        1    0.000    0.000    0.000    0.000 _factories.py:55(_TzStrFactory)
        1    0.000    0.000    0.000    0.000 _factories.py:56(__init__)
        1    0.000    0.000    0.000    0.000 _factories.py:8(_TzSingleton)
        1    0.000    0.000    0.000    0.000 _factories.py:9(__init__)
        1    0.000    0.000    0.000    0.000 _globals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _globals.py:30(ModuleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 _globals.py:44(VisibleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 _globals.py:57(_NoValueType)
        1    0.000    0.000    0.000    0.000 _globals.py:77(__new__)
        9    0.000    0.000    0.000    0.000 _globals.py:87(__repr__)
        1    0.000    0.000    0.012    0.012 _html5lib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _html5lib.py:122(TreeBuilderForHtml5lib)
        1    0.000    0.000    0.000    0.000 _html5lib.py:242(AttrList)
        1    0.000    0.000    0.000    0.000 _html5lib.py:272(Element)
        1    0.000    0.000    0.000    0.000 _html5lib.py:42(HTML5TreeBuilder)
        1    0.000    0.000    0.000    0.000 _html5lib.py:466(TextNode)
        1    0.000    0.000    0.003    0.003 _htmlparser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:18(HTMLParseError)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:301(HTMLParserTreeBuilder)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:56(BeautifulSoupHTMLParser)
        1    0.000    0.000    0.001    0.001 _implementation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _implementation.py:21(CertificateError)
      202    0.001    0.000    0.002    0.000 _implementation.py:25(_dnsname_match)
       21    0.000    0.000    0.000    0.000 _implementation.py:79(_to_unicode)
       21    0.000    0.000    0.004    0.000 _implementation.py:97(match_hostname)
        1    0.000    0.000    0.005    0.005 _inputstream.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _inputstream.py:148(HTMLUnicodeInputStream)
        1    0.000    0.000    0.000    0.000 _inputstream.py:17(<listcomp>)
        1    0.000    0.000    0.000    0.000 _inputstream.py:18(<listcomp>)
        1    0.000    0.000    0.000    0.000 _inputstream.py:19(<listcomp>)
        1    0.000    0.000    0.000    0.000 _inputstream.py:378(HTMLBinaryInputStream)
        1    0.000    0.000    0.000    0.000 _inputstream.py:51(BufferedStream)
        1    0.000    0.000    0.000    0.000 _inputstream.py:578(EncodingBytes)
        1    0.000    0.000    0.000    0.000 _inputstream.py:676(EncodingParser)
        1    0.000    0.000    0.000    0.000 _inputstream.py:864(ContentAttrParser)
        1    0.000    0.000    0.000    0.000 _inspect.py:1(<module>)
      616    0.000    0.000    0.000    0.000 _inspect.py:13(ismethod)
       90    0.000    0.000    0.000    0.000 _inspect.py:131(strseq)
       40    0.000    0.000    0.000    0.000 _inspect.py:140(formatargspec)
       15    0.000    0.000    0.000    0.000 _inspect.py:142(<lambda>)
       16    0.000    0.000    0.000    0.000 _inspect.py:143(<lambda>)
       59    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
      616    0.000    0.000    0.000    0.000 _inspect.py:26(isfunction)
      612    0.000    0.000    0.000    0.000 _inspect.py:41(iscode)
      612    0.002    0.000    0.002    0.000 _inspect.py:65(getargs)
      616    0.001    0.000    0.003    0.000 _inspect.py:96(getargspec)
        1    0.000    0.000    0.004    0.004 _internal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _internal.py:205(dummy_ctype)
        1    0.000    0.000    0.000    0.000 _internal.py:217(_getintp_ctype)
        1    0.000    0.000    0.000    0.000 _internal.py:240(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 _internal.py:244(c_void_p)
        1    0.000    0.000    0.000    0.000 _internal.py:249(_ctypes)
        1    0.000    0.000    0.000    0.000 _internal.py:559(_Stream)
       50    0.000    0.000    0.000    0.000 _internal.py:815(_ufunc_doc_signature_formatter)
       78    0.000    0.000    0.000    0.000 _internal.py:826(<genexpr>)
       14    0.000    0.000    0.000    0.000 _internal.py:863(npy_ctypes_check)
        1    0.000    0.000    0.000    0.000 _internal.py:881(recursive)
        1    0.000    0.000    0.000    0.000 _internal_utils.py:1(<module>)
      107    0.000    0.000    0.000    0.000 _internal_utils.py:23(to_native_string)
       21    0.000    0.000    0.000    0.000 _internal_utils.py:36(unicode_is_ascii)
        1    0.000    0.000    0.003    0.003 _io.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _io.py:88(optional_args)
        1    0.000    0.000    0.000    0.000 _iotools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:134(LineSplitter)
        1    0.000    0.000    0.000    0.000 _iotools.py:230(NameValidator)
        1    0.000    0.000    0.000    0.000 _iotools.py:422(ConverterError)
        1    0.000    0.000    0.000    0.000 _iotools.py:430(ConverterLockError)
        1    0.000    0.000    0.000    0.000 _iotools.py:438(ConversionWarning)
        1    0.000    0.000    0.000    0.000 _iotools.py:451(StringConverter)
        1    0.000    0.000    0.001    0.001 _json.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _json.py:1075(Parser)
        1    0.000    0.000    0.000    0.000 _json.py:1286(SeriesParser)
        1    0.000    0.000    0.000    0.000 _json.py:1310(FrameParser)
        1    0.000    0.000    0.000    0.000 _json.py:207(Writer)
        1    0.000    0.000    0.000    0.000 _json.py:261(SeriesWriter)
        1    0.000    0.000    0.000    0.000 _json.py:276(FrameWriter)
        1    0.000    0.000    0.000    0.000 _json.py:306(JSONTableWriter)
        1    0.000    0.000    0.000    0.000 _json.py:787(JsonReader)
        1    0.000    0.000    0.006    0.006 _lxml.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _lxml.py:362(LXMLTreeBuilder)
        1    0.000    0.000    0.000    0.000 _lxml.py:37(_invert)
        2    0.000    0.000    0.000    0.000 _lxml.py:39(<genexpr>)
        1    0.000    0.000    0.000    0.000 _lxml.py:41(LXMLTreeBuilderForXML)
        1    0.000    0.000    0.001    0.001 _markupbase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _markupbase.py:23(ParserBase)
        1    0.000    0.000    0.001    0.001 _methods.py:1(<module>)
     1207    0.000    0.000    0.002    0.000 _methods.py:38(_amax)
       92    0.000    0.000    0.000    0.000 _methods.py:54(_any)
     1163    0.000    0.000    0.002    0.000 _methods.py:60(_all)
        1    0.000    0.000    0.001    0.001 _misc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _misc.py:553(_Options)
        1    0.000    0.000    0.000    0.000 _misc.py:566(__init__)
        1    0.000    0.000    0.000    0.000 _mixins.py:1(<module>)
       41    0.000    0.000    0.000    0.000 _mixins.py:122(view)
        4    0.000    0.000    0.000    0.000 _mixins.py:77(ravel_compat)
      603    0.001    0.000    0.020    0.000 _mixins.py:83(method)
        1    0.000    0.000    0.000    0.000 _mixins.py:97(NDArrayBackedExtensionArray)
        1    0.000    0.000    0.000    0.000 _normalize.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _odfreader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _odfreader.py:28(ODFReader)
        1    0.000    0.000    0.000    0.000 _odswriter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _odswriter.py:30(ODSWriter)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:1(<module>)
